Materials Id,Formula,Spacegroup,Formation Energy (eV),E Above Hull (eV),Band Gap (eV),Volume,Nsites,Density (gm/cc)
mp-22736,InCuS2,I42d,-0.81,0,0.305,173.913,8,4.631
mp-1097021,InCuS2,R3m,-0.728,0.082,0.045,80.269,4,5.017
